model,nowcast_date,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time,failure,id
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-06,1.25,1953,0.9765,10,46,0.023,631.8,FALSE,5251
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-07,1.02,540,0.27,7,1459,0.7295,1188.4,FALSE,5275
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-08,1.32,1960,0.98,9,5,0.0025,743.1,FALSE,5283
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-10,1.48,1987,0.9935,9,16,0.008,623,FALSE,5315
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-12,1.01,316,0.158,7,1684,0.842,377.2,FALSE,5345
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-13,1.01,216,0.108,7,1772,0.886,785.8,FALSE,5361
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-13,1.01,900,0.45,9,516,0.258,2062.9,FALSE,5370
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-13,1.01,529,0.2645,7,1470,0.735,904.3,FALSE,5371
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-14,1.01,206,0.103,7,1660,0.83,1593.6,FALSE,5377
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-14,1.01,610,0.305,9,52,0.026,1946.3,FALSE,5386
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-14,1.02,818,0.409,7,1145,0.5725,845.5,FALSE,5387
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-15,1.02,463,0.2315,8,62,0.031,992.4,FALSE,5403
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-16,1.03,542,0.271,9,6,0.003,1746,FALSE,5418
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-17,1.01,430,0.215,8,658,0.329,506.4,FALSE,5425
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-17,1.02,612,0.306,9,209,0.1045,1016.4,FALSE,5434
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-18,1.01,264,0.132,8,48,0.024,413.2,FALSE,5441
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-18,1.02,1113,0.5565,10,437,0.2185,1390.4,FALSE,5450
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-19,1.01,442,0.221,7,1558,0.779,829.8,FALSE,5457
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-19,1.05,1508,0.754,8,486,0.243,1145.6,FALSE,5466
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-20,1.01,212,0.106,8,1091,0.5455,1307.2,FALSE,5470
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-20,1.02,605,0.3025,7,1395,0.6975,784.3,FALSE,5473
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-20,1.01,349,0.1745,7,1651,0.8255,781.6,FALSE,5481
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-20,1.08,1722,0.861,9,20,0.01,952.5,FALSE,5482
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-21,1.01,941,0.4705,8,489,0.2445,822.1,FALSE,5489
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-22,1.01,259,0.1295,8,880,0.44,1110.3,FALSE,5505
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-23,1.02,576,0.288,8,105,0.0525,931.4,FALSE,5521
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-24,1.02,429,0.2145,8,718,0.359,527,FALSE,5537
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-24,1.14,1919,0.9595,8,67,0.0335,266.7,FALSE,5539
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-25,1.02,633,0.3165,8,1121,0.5605,588.1,FALSE,5561
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-25,1.03,789,0.3945,9,295,0.1475,970.1,FALSE,5562
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-26,1.02,336,0.168,7,1664,0.832,782,FALSE,5569
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-26,1.01,755,0.3775,8,466,0.233,1183,FALSE,5577
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-26,1.01,437,0.2185,9,328,0.164,2213.5,FALSE,5578
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-27,1.01,227,0.1135,8,1362,0.681,1296.3,FALSE,5582
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-27,1.01,539,0.2695,8,278,0.139,894,FALSE,5585
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-27,1.01,779,0.3895,8,1025,0.5125,1067.6,FALSE,5593
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-27,1.03,305,0.1525,9,32,0.016,1892.2,FALSE,5594
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-28,1.07,1707,0.8535,9,221,0.1105,1514.3,FALSE,5601
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-28,1.01,567,0.2835,8,3,0.0015,1383,FALSE,5609
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-29,1.02,1039,0.5195,8,364,0.182,426.4,FALSE,5617
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-29,1.01,456,0.228,8,514,0.257,577.3,FALSE,5625
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-30,1.02,1233,0.6165,8,197,0.0985,799.5,FALSE,5633
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-30,1.02,602,0.301,8,583,0.2915,1096.9,FALSE,5641
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-31,1.08,1586,0.793,8,319,0.1595,376.6,FALSE,5649
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-03-31,1.05,928,0.464,9,1,5e-04,395.9,FALSE,5657
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-02,1.03,1567,0.7835,8,79,0.0395,300.7,FALSE,5681
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-02,1.06,1234,0.617,9,115,0.0575,528.4,FALSE,5689
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-02,1.02,249,0.1245,8,484,0.242,647,FALSE,5691
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-03,1.01,606,0.303,8,425,0.2125,446.1,FALSE,5705
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-04,1.02,934,0.467,8,10,0.005,646.5,FALSE,5713
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-04,1.02,676,0.338,8,191,0.0955,874.2,FALSE,5721
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-04,1.02,295,0.1475,8,1634,0.817,1306.3,FALSE,5723
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-05,1.07,1292,0.646,10,465,0.2325,2275.5,FALSE,5729
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-05,1.02,314,0.157,8,807,0.4035,1058.1,FALSE,5737
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-07,1.25,1855,0.9275,8,104,0.052,565.6,FALSE,5761
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-08,1.14,582,0.291,8,610,0.305,525.2,FALSE,5785
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-08,1.03,1208,0.604,8,797,0.3985,659.8,FALSE,5786
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-09,1.04,384,0.192,8,115,0.0575,468.6,FALSE,5801
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-09,1.01,693,0.3465,9,1,5e-04,742.5,FALSE,5802
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-10,1.22,1191,0.5955,8,805,0.4025,403.7,FALSE,5817
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-10,1.01,216,0.108,9,899,0.4495,1136.9,FALSE,5818
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-11,1.02,203,0.1015,9,1,5e-04,1870.4,FALSE,5822
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-11,1.23,1666,0.833,10,227,0.1135,1440.5,FALSE,5833
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-11,1.01,395,0.1975,8,1157,0.5785,1528.3,FALSE,5834
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-12,1.01,255,0.1275,8,1158,0.579,1334,FALSE,5838
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-12,1.03,1004,0.502,9,494,0.247,1399.6,FALSE,5841
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-12,1.02,912,0.456,9,27,0.0135,1544.1,FALSE,5850
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-13,1.02,1112,0.556,8,365,0.1825,918.6,FALSE,5857
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-14,1.01,438,0.219,8,1562,0.781,766.6,FALSE,5882
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.01,726,0.363,8,528,0.264,1134.4,FALSE,5903
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.02,923,0.4615,10,1,5e-04,1343.1,FALSE,5905
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.01,298,0.149,8,749,0.3745,1255.6,FALSE,5909
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.01,235,0.1175,8,1489,0.7445,1256.1,FALSE,5911
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.01,456,0.228,9,80,0.04,1636.5,FALSE,5914
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-16,1.03,385,0.1925,8,800,0.4,1081.5,FALSE,5916
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.03,1219,0.6095,8,239,0.1195,1161.1,FALSE,5919
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.13,1135,0.5675,8,1,5e-04,683.5,FALSE,5921
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.01,593,0.2965,8,1108,0.554,1283.1,FALSE,5925
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.05,957,0.4785,9,1,5e-04,1558.1,FALSE,5930
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.03,574,0.287,8,114,0.057,969.4,FALSE,5931
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-17,1.02,665,0.3325,8,308,0.154,944.6,FALSE,5932
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.04,1103,0.5515,8,79,0.0395,408.4,FALSE,5937
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.02,603,0.3015,8,713,0.3565,665.6,FALSE,5941
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.03,284,0.142,8,35,0.0175,432.7,FALSE,5945
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.12,1801,0.9005,10,10,0.005,784.1,FALSE,5946
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.01,570,0.285,8,6,0.003,475.3,FALSE,5947
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-18,1.05,738,0.369,8,1218,0.609,634.1,FALSE,5948
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-19,1.02,501,0.2505,9,1071,0.5355,1927.2,FALSE,5960
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-19,1.05,1346,0.673,8,482,0.241,950.4,FALSE,5963
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-20,1.01,757,0.3785,10,586,0.293,1236.2,FALSE,5969
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-20,1.06,231,0.1155,7,1769,0.8845,418.4,FALSE,5977
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-20,1.01,452,0.226,9,1424,0.712,1228,FALSE,5978
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-21,1.02,973,0.4865,8,56,0.028,367.6,FALSE,5985
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-21,1.05,574,0.287,7,1395,0.6975,358.2,FALSE,5993
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-21,1.03,473,0.2365,9,374,0.187,1128.1,FALSE,5994
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-22,1.22,1053,0.5265,8,386,0.193,386.6,FALSE,6009
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-23,1.03,315,0.1575,8,130,0.065,895.7,FALSE,6025
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-23,1.02,349,0.1745,10,1,5e-04,2816.2,FALSE,6026
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-24,1.01,332,0.166,7,1604,0.802,781.2,FALSE,6033
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-24,1.3,465,0.2325,7,1471,0.7355,736.2,FALSE,6041
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-24,1.03,218,0.109,9,1264,0.632,2556.1,FALSE,6042
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-25,1.01,221,0.1105,7,1780,0.89,793.4,FALSE,6049
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-25,1.02,369,0.1845,9,736,0.368,1503.2,FALSE,6057
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-27,1.41,1997,0.9985,10,1,5e-04,374.2,FALSE,6083
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-29,1.01,207,0.1035,7,1790,0.895,759,FALSE,6113
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-29,1.01,216,0.108,8,351,0.1755,1087.1,FALSE,6119
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-29,1.06,335,0.1675,9,8,0.004,1852.4,FALSE,6122
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-30,1.03,534,0.267,8,1369,0.6845,1380.5,FALSE,6138
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-01,1.04,550,0.275,8,713,0.3565,1371.7,FALSE,6154
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-02,1.01,438,0.219,8,142,0.071,549.4,FALSE,6170
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-03,1.06,551,0.2755,8,1386,0.693,1513.9,FALSE,6186
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-04,1.08,665,0.3325,9,104,0.052,1568.9,FALSE,6202
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-05,1.37,664,0.332,7,1340,0.67,453.2,FALSE,6218
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-06,1.01,212,0.106,7,757,0.3785,316.5,FALSE,6225
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-06,1.1,1148,0.574,8,272,0.136,452.3,FALSE,6234
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-07,1.01,204,0.102,8,493,0.2465,542.3,FALSE,6238
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-07,1.01,420,0.21,7,368,0.184,287.8,FALSE,6241
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-08,1.01,310,0.155,7,171,0.0855,579,FALSE,6257
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-09,1.08,203,0.1015,8,186,0.093,1073,FALSE,6270
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-09,1.01,491,0.2455,7,1476,0.738,672.2,FALSE,6273
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-09,1.34,625,0.3125,8,658,0.329,998.7,FALSE,6281
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-10,1.01,359,0.1795,7,710,0.355,621.7,FALSE,6289
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-10,1.05,1360,0.68,9,2,0.001,1005.5,FALSE,6298
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-11,1.01,455,0.2275,7,1136,0.568,314.6,FALSE,6305
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-11,1.27,409,0.2045,8,177,0.0885,456.7,FALSE,6313
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-11,1.06,1546,0.773,9,223,0.1115,678.3,FALSE,6314
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-12,1.02,549,0.2745,7,762,0.381,618.6,FALSE,6321
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-12,1.04,283,0.1415,8,41,0.0205,885,FALSE,6329
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-12,1.04,1144,0.572,8,213,0.1065,1067.4,FALSE,6330
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-13,1.02,395,0.1975,9,352,0.176,836.6,FALSE,6335
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-13,1.02,733,0.3665,8,664,0.332,454.3,FALSE,6337
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-13,1.39,1107,0.5535,8,454,0.227,424.4,FALSE,6345
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-13,1.02,524,0.262,8,8,0.004,480.4,FALSE,6346
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-14,1.01,239,0.1195,8,866,0.433,603.4,FALSE,6350
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-14,1.04,601,0.3005,8,127,0.0635,479,FALSE,6351
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-14,1.04,693,0.3465,8,1032,0.516,611,FALSE,6362
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.02,498,0.249,8,1169,0.5845,1273.7,FALSE,6367
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.03,1347,0.6735,8,114,0.057,654.4,FALSE,6369
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.18,2000,1,8,25,0.0125,534.2,FALSE,6377
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.09,505,0.2525,9,667,0.3335,1768.2,FALSE,6378
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.01,227,0.1135,8,374,0.187,532,FALSE,6382
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.02,428,0.214,8,326,0.163,555.9,FALSE,6383
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.02,976,0.488,7,565,0.2825,276.2,FALSE,6385
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.47,2000,1,7,9,0.0045,183.5,FALSE,6387
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.31,1992,0.996,9,33,0.0165,308.9,FALSE,6393
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.1,516,0.258,10,876,0.438,1579,FALSE,6394
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-17,1.01,1047,0.5235,7,78,0.039,471.6,FALSE,6401
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-17,1.33,1999,0.9995,9,1,5e-04,470,FALSE,6403
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-09,1.03,292,0.146,6,1708,0.854,334.5,,6470
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-10,1.01,298,0.149,7,1702,0.851,448.5,,6477
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-11,1.01,397,0.1985,7,1513,0.7565,387.8,,6484
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-11,1.04,443,0.2215,8,3,0.0015,335.3,,6485
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-12,1.01,324,0.162,7,16,0.008,278.1,,6491
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-12,1.01,274,0.137,7,1724,0.862,431.9,,6492
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-13,1.03,321,0.1605,7,1676,0.838,367.9,,6499
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-14,2.26,1099,0.5495,10,3,0.0015,303.3,,6505
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-15,1.01,659,0.3295,7,1260,0.63,345.9,,6512
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-16,1.02,789,0.3945,8,521,0.2605,472.2,,6519
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-17,1.02,387,0.1935,9,71,0.0355,670.6,,6526
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-23,1.01,233,0.1165,8,1,5e-04,435.5,,6568
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-23,1.01,332,0.166,7,1613,0.8065,407.6,,6569
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-24,1.01,294,0.147,8,1690,0.845,604.1,,6576
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-25,1.01,565,0.2825,7,1308,0.654,385.9,,6583
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-26,1.01,327,0.1635,7,1672,0.836,461.2,,6590
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-27,1.02,241,0.1205,7,1754,0.877,450,,6597
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-28,1.02,904,0.452,8,507,0.2535,539.7,,6604
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-29,1.02,998,0.499,7,964,0.482,431.6,,6611
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-30,1.01,236,0.118,7,1754,0.877,386.7,,6618
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-10-31,1.01,201,0.1005,7,1552,0.776,428.6,,6625
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-01,1.02,367,0.1835,7,1618,0.809,451.2,,6632
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-05,2.23,1131,0.5655,8,30,0.015,320.7,,6660
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-06,1.01,264,0.132,7,844,0.422,390.9,,6667
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-08,1.01,236,0.118,7,1763,0.8815,416.1,,6681
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-10,1.01,257,0.1285,7,1350,0.675,405.7,,6695
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-11,2.26,1163,0.5815,7,837,0.4185,412.5,,6702
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-14,1.01,390,0.195,7,1368,0.684,396.3,,6722
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-14,1.01,264,0.132,7,1736,0.868,416,,6723
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-15,1.01,558,0.279,7,1210,0.605,360.1,,6730
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-16,2.27,1085,0.5425,10,181,0.0905,907.2,,6737
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-17,1.02,432,0.216,7,1568,0.784,403.6,,6744
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-18,1.01,216,0.108,7,1747,0.8735,433.4,,6751
"Independent by age, Reference: Week and day of week, Report: Day of week",2021-11-19,1.01,695,0.3475,9,451,0.2255,919.8,,6757
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-01-01,1.01,247,0.1235,7,1408,0.704,872,,7058
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-01-04,1.04,787,0.3935,8,615,0.3075,866,,7079
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-04-30,1.01,234,0.117,8,813,0.4065,1482.8,FALSE,7892
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-07,1.01,303,0.1515,8,1260,0.63,707.7,FALSE,7940
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-13,1.01,214,0.107,9,11,0.0055,773.7,FALSE,7982
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-14,1.02,296,0.148,8,1,5e-04,473.8,FALSE,7990
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.02,734,0.367,8,200,0.1,1129.3,FALSE,7996
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-15,1.02,408,0.204,7,1592,0.796,987.4,FALSE,7997
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.02,755,0.3775,8,905,0.4525,609.4,FALSE,8003
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-16,1.02,570,0.285,8,142,0.071,549.2,FALSE,8004
"Independent by age, Reference: Week and day of week, Report: Day of week",2022-05-17,1.07,966,0.483,8,645,0.3225,1250.7,FALSE,8010
